order_id,customer_id,product_id,order_date,delivered_date,quantity,payment_method,region,total_amount,shipping_cost,profit_margin
O121848,C13079,P203408,25-/2-4/,025-3/-10,1,Credit Card,East,23.24,3.85,6.61
O121849,C16295,P223878,023-9/-20,023-9/-26,1,UPI,South,2.73,1.37,-0.28
O121850,C15511,P218068,25-/2-7/,025-5/-10,2,COD,North,71.8,5.64,19.49
O121851,C12258,P246144,24-/2-1/,24-/2-5/,1,UPI,Central,418.44,8.43,108.73
O121852,C10366,P233637,25-/2-8/,025-3/-13,3,PayPal,South,17.52,4.33,3.55
O121853,C12991,P237891,24-/2-7/,024-3/-10,1,Wallet,North,2.46,1.93,-1.73
O121854,C13741,P227309,025-1/-16,025-1/-21,2,UPI,East,57.0,6.21,19.44
O121855,C15689,P232391,025-7/-28,25-/2-2/,1,Debit Card,West,136.48,6.54,41.23
O121856,C10085,P225489,024-3/-20,024-3/-25,1,Wallet,Central,58.8,6.43,0.63
O121857,C17222,P227707,2024-10-11,2024-10-15,1,UPI,South,168.55,8.5,11.73
O121858,C15832,P223596,025-7/-24,025-7/-28,1,Credit Card,North,1.91,2.33,-2.18
O121859,C15753,P223111,25-/2-4/,25-/2-8/,1,UPI,North,7.27,0.93,1.98
O121860,C16137,P216926,2024-12-18,2024-12-23,1,PayPal,West,17.9,5.05,2.11
O121861,C12493,P234971,024-3/-24,024-3/-28,1,Credit Card,North,86.84,6.06,18.26
O121862,C14715,P219319,024-8/-29,24-/2-2/,1,Debit Card,West,54.4,4.31,12.01
O121863,C16447,P217135,024-5/-31,24-/2-5/,4,Wallet,East,507.56,9.27,51.64
O121864,C10131,P234879,2023-11-26,023-2/-3/,2,PayPal,East,50.67,6.96,15.84
O121865,C17588,P207276,024-3/-21,024-3/-25,1,Credit Card,South,18.86,4.41,3.13
O121866,C10903,P226062,025-5/-10,025-5/-17,1,Credit Card,West,403.57,8.11,40.32
O121867,C13456,P249698,025-7/-10,025-7/-15,1,UPI,South,78.37,7.72,19.71
O121868,C15083,P214586,025-7/-27,25-/2-2/,1,COD,East,451.15,8.4,45.74
O121869,C11221,P221345,24-/2-5/,24-/2-8/,3,COD,North,480.06,10.98,157.04
O121870,C16190,P218941,023-9/-24,023-9/-28,1,Credit Card,Central,5.09,1.94,0.1
O121871,C11763,P201571,2024-11-22,2024-11-28,2,UPI,West,307.38,8.02,99.56
O121872,C12804,P239352,023-9/-19,023-9/-23,1,Debit Card,Central,24.29,3.83,3.46
O121873,C11226,P209949,024-1/-12,024-1/-17,1,Debit Card,Central,38.39,5.83,9.53
O121874,C11284,P237542,025-5/-27,025-5/-30,1,Credit Card,North,30.92,5.73,6.64
O121875,C10689,P212561,025-6/-16,025-6/-24,1,Debit Card,East,20.03,3.64,4.37
O121876,C15143,P232827,025-1/-17,025-1/-22,1,Debit Card,West,33.01,6.34,8.51
O121877,C14782,P229013,2023-12-26,2023-12-31,2,COD,South,87.96,6.99,23.8
O121878,C14881,P225993,025-2/-13,025-2/-19,1,PayPal,South,265.79,8.84,23.05
O121879,C14435,P246870,025-5/-19,025-5/-24,2,Credit Card,South,28.74,6.04,2.01
O121880,C14507,P222595,023-0/-1/,023-0/-5/,1,Credit Card,South,331.6,7.74,32.05
O121881,C11996,P217722,24-/2-4/,24-/2-9/,1,Credit Card,East,7.49,3.06,-2.46
O121882,C17428,P225042,24-/2-5/,24-/2-9/,2,Credit Card,North,103.72,8.22,20.82
O121883,C14381,P207001,25-/2-2/,25-/2-8/,1,Credit Card,East,10.68,3.73,0.54
O121884,C17680,P226886,025-8/-20,025-8/-25,1,Debit Card,East,136.72,7.49,33.53
O121885,C11109,P207948,24-/2-8/,024-8/-14,2,Credit Card,East,37.96,6.2,8.98
O121886,C14945,P231874,25-/2-1/,25-/2-7/,1,Credit Card,West,45.05,6.35,-2.75
O121887,C10429,P218855,024-2/-2/,024-2/-9/,1,UPI,West,227.36,6.76,20.52
O121888,C15700,P248394,025-4/-24,025-4/-27,1,UPI,Central,26.71,5.95,2.06
O121889,C14126,P225295,2023-12-11,2023-12-15,1,COD,North,20.04,5.47,1.54
O121890,C13781,P225811,2023-12-11,2023-12-15,3,Wallet,West,9.18,2.75,-2.02
O121891,C10602,P241522,024-6/-18,024-6/-23,1,PayPal,Central,24.71,4.46,5.42
O121892,C10439,P241942,24-/2-6/,24-/2-9/,1,Debit Card,Central,74.54,7.29,1.65
O121893,C10984,P229225,025-7/-10,025-7/-15,2,PayPal,West,21.24,3.93,-2.23
O121894,C15468,P245814,024-2/-8/,2024-12-13,1,Debit Card,North,131.33,8.44,37.53
O121895,C11918,P240869,2023-11-17,2023-11-21,1,Wallet,Central,84.91,6.19,17.58
O121896,C14507,P220723,024-6/-29,24-/2-4/,4,COD,South,62.52,5.61,22.52
O121897,C10527,P207879,025-4/-14,025-4/-17,4,COD,North,15.96,4.7,-3.42
O121898,C14405,P240568,024-1/-7/,2024-11-12,1,UPI,Central,19.45,4.95,-3.39
O121899,C12996,P209549,024-9/-14,024-9/-18,1,Credit Card,West,10.11,4.61,-0.06
O121900,C13467,P227338,025-1/-21,025-1/-26,1,PayPal,Central,198.42,7.21,62.24
O121901,C15907,P218169,023-9/-14,023-9/-21,1,COD,South,13.97,1.29,3.6
O121902,C11361,P246966,024-2/-19,024-2/-25,1,PayPal,East,10.3,3.6,-0.72
O121903,C16817,P234730,025-5/-10,025-5/-14,2,Debit Card,North,73.3,5.92,19.74
O121904,C16134,P215136,024-4/-19,024-4/-24,1,PayPal,West,16.14,3.67,1.17
O121905,C16580,P240014,024-6/-22,024-6/-28,2,Debit Card,South,28.62,4.05,8.83
O121906,C10703,P242148,2024-10-12,2024-10-19,1,Credit Card,East,13.13,3.96,1.29
O121907,C10662,P205965,025-1/-19,025-1/-24,1,Credit Card,South,135.63,7.23,9.05
O121908,C10364,P202678,025-6/-26,25-/2-1/,1,COD,North,513.28,10.85,132.87
O121909,C10922,P222489,024-5/-15,024-5/-22,1,COD,South,25.79,4.42,4.61
O121910,C16256,P246136,24-/2-9/,024-7/-14,2,Credit Card,South,13.66,3.33,2.82
O121911,C13856,P243967,024-6/-11,024-6/-16,2,Credit Card,East,28.52,5.08,2.91
O121912,C10175,P238075,024-2/-24,024-2/-28,1,Credit Card,West,58.75,6.66,9.79
O121913,C15268,P219507,2023-10-11,2023-10-19,1,Debit Card,West,76.16,7.82,18.84
O121914,C15297,P235911,25-/2-6/,025-1/-11,1,Credit Card,West,37.76,3.69,7.64
O121915,C10935,P235568,25-/2-9/,025-3/-14,1,Debit Card,West,123.71,7.81,26.83
O121916,C10381,P249475,025-5/-12,025-5/-17,1,Debit Card,West,204.53,8.66,62.93
O121917,C17390,P232081,025-5/-10,025-5/-16,1,Credit Card,East,11.31,4.0,1.09
O121918,C15378,P222586,024-5/-17,024-5/-21,1,PayPal,North,22.48,3.89,6.23
O121919,C17952,P234562,025-2/-28,25-/2-6/,1,Credit Card,South,330.04,7.22,32.38
O121920,C15308,P243208,24-/2-5/,024-6/-12,1,Debit Card,East,49.36,6.61,10.67
O121921,C10305,P202342,024-7/-19,024-7/-23,4,COD,Central,622.96,9.66,208.38
O121922,C15497,P244360,025-4/-28,25-/2-5/,5,COD,South,403.95,9.01,132.37
O121923,C14697,P210167,025-6/-15,025-6/-21,1,COD,North,5.17,4.04,-2.23
O121924,C12390,P234075,24-/2-3/,24-/2-7/,1,UPI,West,5.43,3.16,-1.26
O121925,C17941,P248303,024-5/-16,024-5/-23,1,Credit Card,East,7.01,1.74,0.71
O121926,C12203,P247713,24-/2-7/,024-2/-12,1,Debit Card,East,6.62,2.28,-1.75
O121927,C14807,P247452,025-3/-22,025-3/-27,1,Credit Card,South,31.81,7.08,4.05
O121928,C17222,P201455,2023-10-10,2023-10-16,2,Debit Card,Central,171.88,5.49,54.67
O121929,C17933,P226293,2024-10-24,2024-10-27,1,Credit Card,North,49.26,6.81,10.43
O121930,C11465,P243389,2024-10-13,2024-10-18,1,Debit Card,East,141.05,6.45,4.83
O121931,C17852,P238159,025-6/-22,025-6/-25,3,Credit Card,Central,125.13,8.9,47.41
O121932,C13271,P202539,023-9/-28,023-0/-3/,2,Credit Card,West,101.93,6.93,38.94
O121933,C10402,P236386,24-/2-1/,24-/2-8/,1,Debit Card,South,25.29,4.97,2.62
O121934,C14709,P235146,023-0/-8/,2023-10-13,1,Credit Card,North,49.89,5.07,12.39
O121935,C16940,P225450,024-2/-13,024-2/-18,2,UPI,West,6.24,3.69,-3.19
O121936,C17830,P218589,025-3/-16,025-3/-19,1,UPI,North,373.72,9.28,35.57
O121937,C12670,P212719,24-/2-6/,024-6/-11,1,COD,South,228.43,7.87,56.09
O121938,C11801,P233907,25-/2-2/,25-/2-5/,1,Debit Card,North,157.74,8.21,10.72
O121939,C12650,P203591,2023-11-24,023-2/-2/,1,Wallet,South,5.6,1.63,0.61
O121940,C10176,P221098,024-0/-8/,2024-10-14,1,COD,East,131.19,7.71,8.03
O121941,C14544,P204714,023-1/-9/,2023-11-14,1,Debit Card,South,43.81,5.95,13.76
O121942,C10742,P243633,2024-10-22,2024-10-26,1,Credit Card,South,261.29,8.1,23.25
O121943,C15660,P226121,24-/2-1/,24-/2-5/,1,Debit Card,South,105.67,6.03,23.56
O121944,C16074,P227419,24-/2-8/,024-7/-13,1,Debit Card,South,47.27,6.09,10.45
O121945,C12348,P229603,025-7/-17,025-7/-22,1,Credit Card,East,8.44,4.2,-3.52
O121946,C16850,P204667,023-9/-12,023-9/-16,1,PayPal,West,696.96,9.91,73.73
O121947,C14402,P208457,025-7/-28,25-/2-1/,1,Credit Card,West,67.69,5.25,15.06
O121948,C10750,P248525,2024-10-22,2024-10-27,1,Credit Card,South,99.11,8.94,20.79
O121949,C10868,P208293,025-8/-28,25-/2-1/,1,Debit Card,South,47.14,5.79,-2.02
O121950,C14062,P248100,025-8/-29,25-/2-2/,1,Credit Card,North,13.95,2.67,2.91
O121951,C13967,P224238,024-9/-15,024-9/-19,1,COD,Central,3.73,1.4,-1.1
O121952,C17434,P223542,024-4/-30,24-/2-6/,2,Wallet,South,77.69,6.11,21.08
O121953,C10213,P220357,023-1/-6/,023-1/-9/,1,Credit Card,North,64.96,4.52,18.22
O121954,C11617,P226110,025-6/-16,025-6/-20,1,COD,South,27.61,5.7,2.03
O121955,C15759,P235037,024-1/-1/,024-1/-5/,1,PayPal,South,6.96,3.75,-0.62
O121956,C12530,P218867,023-2/-9/,2023-12-14,5,Debit Card,West,56.31,6.22,9.55
O121957,C13333,P217597,024-1/-8/,2024-11-13,1,Debit Card,South,144.13,6.7,36.54
O121958,C17234,P211184,2024-10-30,024-1/-3/,1,Debit Card,Central,123.39,6.79,8.02
O121959,C11597,P220813,025-7/-11,025-7/-18,1,Debit Card,East,801.88,9.93,86.3
O121960,C16276,P225482,024-7/-20,024-7/-26,1,Debit Card,South,77.18,6.41,16.74
O121961,C15768,P226157,25-/2-1/,25-/2-6/,1,PayPal,North,39.8,7.19,-4.01
O121962,C17707,P242564,25-/2-5/,025-7/-12,1,UPI,West,9.78,3.82,0.09
O121963,C10511,P215660,024-5/-23,024-5/-27,2,Credit Card,South,2127.64,12.65,242.67
O121964,C16354,P214686,025-8/-25,025-8/-29,2,Credit Card,Central,102.06,6.68,1.48
O121965,C17131,P238763,25-/2-6/,025-2/-12,1,Credit Card,East,6.09,2.81,-0.07
O121966,C15082,P233337,024-1/-11,024-1/-15,2,Debit Card,West,46.24,5.38,8.49
O121967,C16860,P224479,024-5/-22,024-5/-26,1,Debit Card,South,32.08,5.38,5.85
O121968,C10252,P234313,25-/2-3/,025-6/-10,2,Debit Card,Central,27.35,4.76,7.55
O121969,C14133,P200908,025-8/-30,25-/2-2/,1,Credit Card,Central,56.6,5.31,14.5
O121970,C17210,P237230,2023-10-22,2023-10-26,1,Debit Card,North,2.44,0.0,0.2
O121971,C10628,P204083,024-4/-30,24-/2-4/,1,UPI,Central,176.31,8.72,40.65
O121972,C13476,P203340,25-/2-6/,025-5/-12,3,Credit Card,East,105.18,7.02,24.53
O121973,C10986,P239715,025-8/-10,025-8/-14,1,Debit Card,West,6.65,2.9,0.09
O121974,C11725,P231829,24-/2-3/,24-/2-8/,3,UPI,West,1523.58,12.12,170.71
O121975,C12093,P207039,24-/2-5/,024-8/-10,1,Credit Card,South,5.05,0.92,1.35
O121976,C15573,P239880,2024-11-30,024-2/-4/,3,COD,Central,100.38,5.92,39.25
O121977,C11701,P211410,024-1/-21,024-1/-25,1,Credit Card,South,21.59,4.86,1.62
O121978,C10304,P207155,2024-11-12,2024-11-18,2,Credit Card,South,135.36,7.26,40.12
O121979,C15834,P225589,25-/2-7/,025-8/-12,1,Credit Card,South,32.74,5.36,7.74
O121980,C14078,P239438,023-9/-28,023-0/-5/,1,PayPal,East,24.53,5.16,5.88
O121981,C12280,P237677,2023-11-12,2023-11-17,1,Credit Card,West,190.91,8.03,14.88
O121982,C14340,P208397,024-1/-13,024-1/-16,2,Debit Card,Central,73.0,4.95,16.95
O121983,C15840,P248360,024-4/-11,024-4/-19,4,COD,East,86.6,7.18,-0.25
O121984,C12807,P249967,25-/2-1/,25-/2-8/,1,Debit Card,East,21.11,5.28,1.05
O121985,C17462,P249217,025-6/-22,025-6/-27,1,Debit Card,West,443.64,9.03,115.19
O121986,C12886,P212237,024-6/-15,024-6/-21,3,Debit Card,East,108.0,8.09,40.51
O121987,C13454,P234819,24-/2-6/,024-8/-11,2,Credit Card,West,775.85,10.26,82.84
O121988,C16301,P200002,024-0/-5/,2024-10-13,2,Debit Card,South,191.56,6.35,79.85
O121989,C17572,P246794,24-/2-2/,24-/2-5/,2,COD,North,294.61,10.47,72.02
O121990,C11024,P200324,025-1/-12,025-1/-16,1,COD,North,85.68,5.98,4.3
O121991,C14312,P238902,024-1/-2/,024-1/-8/,1,Credit Card,North,24.15,5.42,3.03
O121992,C12975,P216988,024-4/-25,024-4/-30,1,Debit Card,East,45.88,7.25,8.81
O121993,C10506,P221275,025-3/-17,025-3/-23,1,Credit Card,East,122.79,7.09,27.29
O121994,C14856,P232061,024-7/-23,024-7/-28,1,Debit Card,West,5.5,3.67,-1.74
O121995,C12951,P235890,2023-12-25,2023-12-29,1,Debit Card,Central,7.92,2.94,0.23
O121996,C16724,P224360,2024-10-11,2024-10-15,1,UPI,South,134.02,9.01,31.2
O121997,C11053,P215829,024-7/-14,024-7/-19,3,Debit Card,North,347.91,8.42,95.95
O121998,C12674,P219498,024-3/-27,24-/2-1/,2,Debit Card,West,557.93,9.6,146.62
O121999,C12567,P211467,024-8/-26,24-/2-4/,1,Debit Card,East,1042.9,10.67,114.48
O122000,C11904,P200346,25-/2-1/,25-/2-7/,3,Credit Card,South,252.31,6.89,81.42
O122001,C14370,P213369,024-2/-18,024-2/-22,1,UPI,North,89.21,7.48,19.28
O122002,C14587,P245114,24-/2-4/,24-/2-8/,1,Credit Card,Central,22.18,6.22,3.76
O122003,C14922,P213997,2023-12-22,2023-12-26,1,PayPal,North,14.3,4.31,2.13
O122004,C15046,P243518,024-1/-7/,2024-11-12,1,Credit Card,South,117.62,6.66,34.51
O122005,C17069,P244349,024-3/-28,24-/2-1/,1,UPI,North,627.12,10.97,64.28
O122006,C12894,P236211,24-/2-6/,24-/2-9/,1,Wallet,North,30.11,4.25,7.79
O122007,C17203,P224686,24-/2-2/,24-/2-8/,1,Debit Card,South,539.76,11.2,53.57
O122008,C17478,P232790,025-2/-20,025-2/-25,1,PayPal,East,597.68,10.58,61.14
O122009,C17211,P220200,024-1/-15,024-1/-19,1,PayPal,West,128.51,7.9,37.08
O122010,C15274,P210155,2023-11-26,2023-11-29,1,Credit Card,North,45.15,5.65,14.67
O122011,C11100,P213074,25-/2-1/,25-/2-5/,1,Debit Card,Central,18.58,5.74,-4.25
O122012,C13661,P218091,025-6/-26,025-6/-29,1,Credit Card,North,400.91,9.6,38.51
O122013,C11636,P244042,25-/2-4/,25-/2-7/,1,Debit Card,North,77.07,5.34,16.24
O122014,C17605,P206715,2023-12-20,2023-12-24,1,Credit Card,North,22.61,4.03,6.14
O122015,C11455,P238821,025-1/-27,025-1/-31,1,Debit Card,Central,17.07,3.95,2.88
O122016,C13613,P220199,24-/2-5/,024-7/-12,1,COD,South,153.81,8.0,38.14
O122017,C10038,P225322,025-2/-17,025-2/-21,1,Credit Card,West,8.08,2.92,0.31
O122018,C16382,P200514,024-2/-25,024-2/-29,1,Credit Card,South,14.06,3.02,3.31
O122019,C13084,P203039,024-1/-2/,024-1/-7/,1,COD,South,111.39,6.04,25.15
O122020,C16265,P205861,023-9/-28,023-0/-4/,4,Credit Card,South,423.24,8.62,181.84
O122021,C14239,P218725,025-7/-28,25-/2-1/,1,Debit Card,West,8.86,4.86,-4.15
O122022,C12731,P239104,025-1/-30,25-/2-2/,1,Credit Card,Central,5.99,2.69,0.01
O122023,C16598,P236130,024-2/-2/,024-2/-9/,1,Credit Card,East,30.47,5.97,7.74
O122024,C12415,P236258,024-3/-21,024-3/-26,1,Credit Card,West,49.5,6.58,10.74
O122025,C10758,P230691,2023-12-29,24-/2-2/,1,Debit Card,South,48.93,6.58,15.44
O122026,C14342,P224532,023-9/-18,023-9/-22,4,Wallet,Central,201.16,7.0,83.52
O122027,C17066,P237935,024-2/-19,024-2/-22,3,Debit Card,North,118.47,7.54,28.0
O122028,C13116,P203178,24-/2-2/,24-/2-6/,1,Debit Card,South,4.14,1.17,0.69
O122029,C10764,P223815,025-3/-20,025-3/-25,1,Debit Card,East,76.55,7.32,19.47
O122030,C12422,P219708,025-1/-28,25-/2-1/,4,Wallet,North,115.56,7.02,44.98
O122031,C11314,P226138,2024-12-15,2024-12-19,1,Credit Card,South,12.49,3.64,0.73
O122032,C14302,P217928,024-5/-26,024-5/-30,3,Credit Card,West,3638.31,12.23,424.37
O122033,C13995,P222235,024-4/-19,024-4/-25,2,Credit Card,East,90.42,5.39,30.78
O122034,C16114,P244189,25-/2-1/,25-/2-4/,1,Credit Card,North,397.26,8.64,39.03
O122035,C16662,P225101,024-3/-25,024-3/-31,1,Credit Card,South,4.13,1.93,-0.07
O122036,C14029,P229590,024-5/-20,024-5/-23,1,Credit Card,North,3.54,2.53,-2.25
O122037,C16385,P238940,25-/2-3/,25-/2-7/,2,Credit Card,North,355.06,9.08,33.53
O122038,C13693,P221017,024-1/-1/,024-1/-6/,2,Credit Card,South,15.66,3.77,1.71
O122039,C13185,P209941,024-6/-12,024-6/-15,2,Credit Card,Central,69.44,4.47,23.31
O122040,C12866,P225416,25-/2-1/,25-/2-7/,1,Credit Card,West,75.91,6.45,2.66
O122041,C16445,P218649,25-/2-4/,25-/2-8/,1,Credit Card,South,6.52,2.64,-0.03
O122042,C17443,P245648,025-3/-16,025-3/-20,1,Wallet,South,166.09,7.86,12.07
O122043,C17263,P208904,025-7/-22,025-7/-26,1,Wallet,South,6.31,2.45,-1.95
O122044,C11317,P241026,2023-12-14,2023-12-20,2,UPI,North,285.21,8.09,26.14
O122045,C10700,P225336,024-2/-16,024-2/-23,1,Credit Card,South,43.88,5.97,-2.46
O122046,C17527,P205260,024-9/-24,024-9/-29,1,Debit Card,West,62.42,7.62,17.35
O122047,C14383,P213657,25-/2-6/,025-8/-10,1,COD,North,26.73,2.87,9.16
O122048,C12201,P236959,025-1/-29,25-/2-1/,1,Credit Card,Central,4.63,2.47,-0.62
O122049,C11593,P229079,24-/2-5/,24-/2-9/,1,Debit Card,Central,448.61,10.64,43.19
O122050,C16566,P211381,24-/2-3/,24-/2-9/,1,Credit Card,East,1129.14,11.85,123.65
O122051,C13987,P216056,024-9/-17,024-9/-23,1,Debit Card,East,681.94,10.03,180.91
O122052,C14945,P221283,025-7/-28,25-/2-2/,1,Debit Card,East,26.49,5.24,6.68
O122053,C14145,P201467,25-/2-7/,025-5/-10,1,Debit Card,North,5.19,2.83,-0.75
O122054,C11230,P221236,025-1/-23,025-1/-27,2,COD,North,93.32,7.52,34.47
O122055,C16707,P206101,24-/2-7/,024-7/-10,1,Debit Card,Central,105.86,6.74,25.02
O122056,C16997,P207547,024-3/-28,24-/2-2/,1,UPI,East,69.17,5.9,14.85
O122057,C17026,P202760,025-1/-20,025-1/-25,3,Debit Card,South,15.6,3.72,2.52
O122058,C16805,P239189,024-8/-27,024-8/-31,1,Debit Card,West,7.39,4.59,-1.63
O122059,C12612,P212648,25-/2-7/,025-6/-11,2,Credit Card,South,22.28,4.87,-3.09
O122060,C16356,P234161,024-8/-20,024-8/-27,3,Credit Card,South,422.23,7.36,43.31
O122061,C13137,P236461,24-/2-1/,24-/2-8/,1,UPI,East,35.1,5.57,6.72
O122062,C17399,P245267,25-/2-7/,025-2/-11,1,Credit Card,South,17.55,3.56,-2.16
O122063,C11908,P221762,025-1/-27,025-1/-31,1,Credit Card,South,87.96,4.76,30.42
O122064,C16954,P218083,024-5/-21,024-5/-24,1,COD,North,6.85,2.74,-0.34
O122065,C16993,P217504,024-9/-15,024-9/-19,1,Wallet,Central,21.98,4.8,-3.04
O122066,C15782,P238097,24-/2-3/,24-/2-9/,3,UPI,North,13.37,4.76,0.59
O122067,C15836,P213065,023-9/-13,023-9/-18,1,Credit Card,South,836.47,10.98,89.4
O122068,C15439,P248739,24-/2-6/,24-/2-9/,1,PayPal,North,26.26,3.93,6.57
O122069,C11790,P247124,024-3/-15,024-3/-19,1,Debit Card,West,11.98,2.07,2.72
O122070,C17304,P217112,024-5/-14,024-5/-19,1,PayPal,North,34.28,5.61,6.39
O122071,C12928,P211696,023-9/-15,023-9/-19,2,Debit Card,West,242.08,8.52,64.1
O122072,C17814,P216999,24-/2-5/,024-8/-10,2,PayPal,South,23.68,5.43,-3.54
O122073,C16056,P233138,2023-11-25,2023-11-29,2,PayPal,North,789.82,10.02,226.93
O122074,C17733,P239535,2024-12-21,2024-12-26,3,Debit Card,West,394.8,8.34,149.58
O122075,C11088,P221722,024-2/-5/,024-2/-8/,2,Wallet,Central,131.27,9.86,5.89
O122076,C17681,P230199,2023-12-19,2023-12-24,1,Credit Card,North,124.18,7.21,30.04
O122077,C15251,P229432,024-5/-18,024-5/-22,1,Wallet,West,68.9,6.91,17.21
O122078,C12381,P209139,024-8/-16,024-8/-21,1,Credit Card,West,557.42,9.21,57.68
O122079,C14127,P242415,2023-10-19,2023-10-24,1,PayPal,North,54.4,4.53,19.95
O122080,C14963,P222715,024-1/-2/,024-1/-8/,2,Debit Card,West,187.11,8.48,47.65
O122081,C12945,P227124,2024-11-16,2024-11-20,1,Credit Card,South,10.2,1.63,2.96
O122082,C13569,P223403,025-8/-30,25-/2-3/,3,Credit Card,South,44.63,4.95,-1.38
O122083,C15362,P202422,024-6/-13,024-6/-18,1,UPI,West,48.35,5.3,9.2
O122084,C15311,P240358,024-5/-24,024-5/-29,1,UPI,East,176.98,7.53,13.71
O122085,C11165,P213455,025-1/-29,25-/2-3/,1,PayPal,East,11.48,4.68,-3.76
O122086,C15779,P228187,2023-10-26,2023-10-29,4,PayPal,North,611.34,11.38,61.98
O122087,C10600,P227122,023-0/-7/,2023-10-13,4,Credit Card,South,506.44,10.99,140.94
O122088,C12025,P247109,2023-11-10,2023-11-15,1,COD,West,471.37,9.15,47.41
O122089,C11584,P209532,24-/2-5/,24-/2-9/,1,Credit Card,Central,51.05,6.81,-2.73
O122090,C17815,P213541,024-0/-9/,2024-10-17,1,Debit Card,South,14.07,3.16,1.76
O122091,C10987,P215481,025-1/-14,025-1/-17,2,PayPal,North,180.0,7.8,42.6
O122092,C15310,P242478,025-1/-16,025-1/-21,1,Wallet,South,150.16,7.42,34.62
O122093,C11965,P238593,25-/2-2/,25-/2-6/,1,Credit Card,West,329.92,8.57,31.02
O122094,C17316,P206760,25-/2-9/,025-7/-14,2,Credit Card,East,35.7,6.25,3.75
O122095,C16742,P242919,025-1/-25,025-1/-29,1,Credit Card,Central,132.32,5.88,10.0
O122096,C11439,P241670,2023-12-17,2023-12-22,1,UPI,East,33.05,6.33,6.89
O122097,C14615,P220954,025-8/-16,025-8/-22,1,Debit Card,South,8.45,2.33,-1.65
O122098,C15854,P233341,2024-11-29,024-2/-3/,1,Debit Card,South,25.31,6.7,3.42
O122099,C10868,P227419,024-5/-20,024-5/-26,1,Wallet,East,144.71,8.48,32.04
O122100,C12063,P249659,25-/2-5/,025-3/-12,1,Debit Card,East,983.01,9.89,108.07
O122101,C15927,P223119,2024-10-31,024-1/-6/,2,COD,East,1301.02,9.21,146.91
O122102,C11129,P202222,024-2/-28,24-/2-3/,1,Wallet,South,62.2,7.74,9.68
O122103,C14378,P229363,024-2/-28,24-/2-5/,1,Debit Card,North,73.82,5.8,16.35
O122104,C17271,P226273,023-0/-9/,2023-10-14,2,COD,East,27.97,4.94,6.25
O122105,C14456,P200787,025-1/-22,025-1/-26,1,PayPal,South,10.46,2.57,2.14
O122106,C13729,P228365,025-3/-11,025-3/-17,5,Wallet,East,68.9,6.74,-1.23
O122107,C15154,P237435,024-6/-13,024-6/-20,4,Debit Card,East,198.96,5.23,50.48
O122108,C16256,P225162,2024-12-27,25-/2-1/,4,Credit Card,West,27.59,4.72,7.7
O122109,C16451,P211357,024-6/-11,024-6/-18,5,Credit Card,East,45.69,6.36,9.63
O122110,C11934,P245569,2023-12-11,2023-12-15,1,PayPal,North,21.59,4.12,3.44
O122111,C15054,P227277,25-/2-6/,025-2/-11,1,PayPal,South,51.12,5.75,9.59
O122112,C11076,P238839,25-/2-3/,25-/2-6/,1,Debit Card,North,4.81,3.37,-1.21
O122113,C15200,P249116,023-1/-2/,023-1/-6/,1,Credit Card,Central,158.31,7.83,36.5
O122114,C11639,P220420,24-/2-3/,24-/2-7/,1,UPI,Central,713.67,10.19,75.45
O122115,C16977,P234477,023-9/-25,023-0/-2/,1,UPI,East,30.77,6.42,4.35
O122116,C11392,P249029,24-/2-5/,024-4/-12,1,Credit Card,South,649.17,11.88,66.02
O122117,C16385,P212167,024-4/-23,024-4/-26,1,Debit Card,North,7.01,1.89,1.26
O122118,C10030,P245350,25-/2-2/,25-/2-7/,5,Credit Card,East,44.85,5.03,10.67
O122119,C17996,P215590,025-1/-20,025-1/-28,1,Credit Card,South,219.8,8.7,52.84
O122120,C10703,P227883,024-4/-13,024-4/-18,1,Credit Card,West,93.15,7.42,34.5
O122121,C10868,P221596,2024-11-15,2024-11-19,2,Credit Card,Central,22.44,5.21,4.89
O122122,C15480,P201510,24-/2-3/,24-/2-7/,1,Credit Card,West,24.85,5.69,5.49
O122123,C10232,P230763,24-/2-9/,024-5/-16,1,Credit Card,South,149.94,7.39,34.59
O122124,C17777,P222287,024-3/-11,024-3/-15,1,Debit Card,Central,162.31,6.64,38.81
O122125,C15153,P244506,024-9/-19,024-9/-25,2,Credit Card,Central,37.4,4.96,10.0
O122126,C15362,P214374,023-0/-8/,2023-10-15,1,Credit Card,East,46.56,5.08,7.96
O122127,C10950,P224551,2024-10-10,2024-10-15,3,Credit Card,East,15.18,5.23,1.6
O122128,C10058,P223936,024-0/-9/,2024-10-15,1,UPI,East,1.18,1.79,-1.7
O122129,C12818,P228652,24-/2-3/,24-/2-7/,1,Wallet,North,14.78,4.05,1.12
O122130,C13600,P236274,024-1/-7/,2024-11-13,1,Credit Card,South,20.31,5.12,0.97
O122131,C13149,P203633,025-4/-30,25-/2-4/,1,COD,North,13.62,3.51,0.3
O122132,C16861,P226982,24-/2-9/,024-2/-15,1,PayPal,West,3.86,2.86,-1.32
O122133,C10301,P217845,25-/2-6/,025-3/-10,1,Debit Card,North,16.58,3.89,0.75
O122134,C17845,P222298,24-/2-1/,24-/2-4/,1,Wallet,North,37.44,5.06,8.04
O122135,C12850,P206352,025-4/-25,25-/2-2/,1,Credit Card,East,7.89,3.04,-0.28
