customer_id,customer_age,customer_gender
C13139,43,Other
C13140,64,Male
C13141,56,Male
C13142,50,Male
C13143,50,Female
C13144,68,Male
C13145,51,Male
C13146,36,Male
C13147,64,Male
C13148,66,Male
C13149,64,Male
C13150,56,Male
C13151,69,Male
C13152,66,Other
C13153,62,Male
C13154,31,Male
C13155,63,Other
C13156,54,Male
C13157,50,Male
C13158,54,Other
C13159,68,Male
C13160,68,Female
C13161,63,Other
C13162,48,Other
C13163,31,Male
C13164,50,Male
C13165,45,Male
C13166,63,Male
C13167,43,Male
C13168,43,Male
C13170,66,Male
C13171,69,Male
C13172,51,Female
C13173,59,Male
C13174,69,Male
C13175,59,Male
C13176,62,Male
C13177,68,Male
C13178,62,Other
C13179,58,Male
C13180,68,Male
C13181,58,Male
C13182,67,Male
C13183,63,Other
C13185,59,Male
C13186,69,Female
C13187,64,Female
C13188,60,Male
C13189,54,Male
C13190,64,Male
C13191,69,Male
C13192,51,Male
C13193,62,Male
C13194,67,Male
C13195,37,Other
C13196,38,Male
C13197,69,Male
C13198,63,Male
C13199,68,Male
C13200,65,Male
C13201,66,Male
C13202,62,Male
C13203,68,Male
C13204,66,Male
C13205,69,Other
C13206,59,Male
C13207,60,Other
C13208,67,Male
C13209,64,Other
C13211,66,Female
C13212,54,Other
C13213,54,Male
C13214,59,Other
C13215,62,Male
C13216,50,Other
C13217,65,Male
C13218,57,Male
C13219,65,Male
C13220,68,Other
C13221,69,Male
C13222,55,Male
C13223,62,Male
C13224,40,Female
C13225,62,Male
C13226,52,Female
C13227,69,Male
C13228,34,Male
C13229,69,Other
C13230,58,Male
C13231,65,Male
C13232,69,Male
C13233,51,Male
C13234,68,Male
C13235,67,Male
C13236,64,Male
C13237,57,Male
C13238,67,Male
C13239,68,Male
C13240,69,Other
C13241,45,Male
C13242,68,Male
C13243,68,Male
C13244,47,Male
C13245,57,Male
C13246,67,Female
C13247,64,Male
C13248,68,Male
C13249,64,Male
C13250,65,Male
C13251,64,Other
C13252,56,Female
C13253,65,Male
C13254,65,Male
C13255,68,Male
C13256,27,Female
C13257,63,Other
C13258,69,Male
C13259,66,Male
C13260,63,Other
C13261,53,Male
C13262,65,Male
C13263,39,Male
C13264,68,Male
C13265,37,Female
C13266,66,Male
C13267,68,Male
C13268,37,Female
C13269,52,Male
C13270,50,Male
C13271,66,Male
C13272,59,Male
C13273,56,Male
C13274,49,Female
C13275,64,Male
C13276,66,Female
C13277,64,Male
C13278,62,Other
C13279,67,Male
C13280,68,Male
C13281,46,Male
C13283,66,Male
C13284,57,Male
C13285,67,Male
C13286,43,Male
C13287,53,Male
C13288,57,Male
C13289,65,Male
C13290,59,Male
C13291,67,Other
C13292,65,Male
C13293,54,Male
C13294,55,Other
C13295,47,Female
C13296,69,Female
C13297,62,Male
C13298,44,Female
C13299,59,Other
C13300,60,Male
C13301,68,Male
C13302,68,Male
C13303,39,Male
C13304,58,Male
C13305,61,Male
C13306,68,Male
C13307,64,Other
C13308,62,Male
C13309,61,Male
C13310,66,Other
C13311,47,Male
C13312,56,Male
C13313,35,Male
C13314,63,Male
C13315,36,Male
C13316,36,Female
C13317,60,Male
C13318,61,Male
C13319,62,Male
C13320,58,Male
C13321,53,Male
C13322,53,Other
C13323,60,Male
C13324,66,Other
C13325,58,Male
C13326,66,Male
C13327,58,Male
C13328,58,Male
C13329,48,Male
C13330,54,Male
C13331,54,Other
C13332,50,Male
C13333,69,Male
C13334,55,Male
C13335,33,Male
C13336,65,Other
C13337,66,Male
C13338,59,Other
C13339,66,Male
C13340,68,Male
C13341,50,Male
C13342,67,Male
C13343,48,Male
C13344,58,Male
C13345,54,Male
C13346,57,Male
C13347,48,Male
C13348,69,Male
C13349,61,Male
C13350,39,Male
C13351,64,Male
C13352,20,Male
C13353,55,Male
C13354,47,Male
C13355,69,Female
C13356,46,Male
C13357,66,Male
C13358,61,Male
C13359,62,Other
C13360,69,Female
C13361,68,Male
C13362,53,Other
C13363,68,Male
C13364,48,Male
C13365,60,Female
C13366,60,Male
C13367,65,Male
C13368,62,Male
C13369,69,Male
C13370,54,Male
C13371,68,Male
C13372,63,Male
C13373,64,Male
C13374,61,Other
C13375,61,Female
C13376,66,Male
C13377,60,Male
C13378,48,Female
C13379,49,Male
C13380,56,Male
C13381,67,Male
C13382,63,Female
C13383,42,Female
C13384,69,Male
C13385,57,Other
C13386,24,Male
C13387,59,Other
C13388,61,Male
C13389,41,Male
C13390,68,Male
C13391,69,Male
C13392,65,Other
C13393,20,Male
C13394,67,Female
C13395,69,Male
C13396,68,Female
C13397,63,Female
C13398,62,Male
C13399,59,Female
C13400,34,Male
C13401,68,Male
C13402,57,Male
C13403,60,Other
C13404,57,Other
C13405,54,Male
C13406,52,Male
C13407,69,Male
C13408,51,Male
C13409,38,Male
C13410,22,Male
C13411,54,Male
C13412,68,Other
C13413,57,Male
C13414,64,Other
C13415,59,Female
C13416,66,Other
C13417,66,Male
C13418,36,Female
C13419,66,Other
C13420,66,Male
C13421,47,Male
C13422,50,Male
C13423,59,Male
C13424,61,Male
C13425,67,Male
C13426,53,Other
C13427,62,Male
C13428,56,Male
C13429,57,Male
C13430,68,Male
C13431,40,Male
C13432,48,Male
C13433,61,Male
C13434,21,Female
C13435,63,Female
C13436,52,Male
C13437,49,Male
C13438,67,Other
C13439,69,Male
C13440,68,Other
C13441,27,Female
C13442,65,Other
C13443,23,Male
C13444,64,Male
C13445,57,Male
C13446,57,Other
C13447,63,Male
C13448,65,Male
C13449,68,Male
C13450,53,Male
C13451,69,Male
C13452,62,Male
C13453,65,Male
C13454,58,Male
C13455,52,Male
C13456,66,Male
C13457,64,Male
C13458,65,Female
C13459,62,Male
C13460,69,Male
C13461,53,Male
C13462,60,Male
C13463,66,Female
C13464,52,Male
C13465,64,Male
C13466,61,Male
C13467,62,Other
C13468,57,Male
C13469,39,Female
C13470,66,Male
C13471,64,Male
C13472,63,Male
C13473,40,Female
C13474,47,Female
C13475,68,Male
C13476,69,Male
C13477,64,Male
C13478,37,Male
C13479,37,Male
C13480,62,Male
C13481,68,Male
C13483,64,Other
C13484,58,Male
C13485,56,Male
C13486,55,Male
C13487,50,Male
C13488,37,Male
C13489,67,Female
C13490,66,Male
C13491,60,Male
C13492,55,Other
C13493,61,Male
C13494,54,Male
C13495,58,Male
C13496,67,Male
C13497,64,Other
C13498,56,Male
C13499,45,Male
C13500,60,Male
C13501,62,Male
C13502,44,Male
C13503,65,Male
C13504,66,Other
C13505,60,Male
C13506,66,Other
C13507,47,Male
C13508,69,Male
C13509,60,Male
C13510,67,Other
C13511,67,Other
C13512,68,Male
C13513,69,Male
C13514,56,Male
C13515,69,Male
C13516,52,Male
C13517,63,Male
C13518,56,Male
C13519,61,Male
C13520,65,Male
C13521,66,Male
C13522,59,Female
C13523,57,Female
C13524,68,Male
C13525,29,Female
C13526,41,Male
C13527,67,Male
C13528,69,Female
C13529,59,Male
C13530,69,Male
C13531,51,Male
C13532,69,Female
C13533,67,Other
C13534,67,Male
C13535,56,Male
C13536,65,Male
C13537,68,Male
C13538,69,Other
C13539,69,Male
C13540,56,Male
C13541,67,Other
C13542,63,Female
C13543,52,Male
C13544,32,Male
C13545,69,Other
C13546,66,Male
C13547,69,Male
C13548,62,Male
C13549,69,Male
C13550,67,Male
C13551,63,Male
C13552,62,Male
C13553,64,Male
C13554,68,Male
C13555,42,Other
C13556,69,Male
C13557,69,Male
C13558,68,Male
C13559,43,Male
C13560,69,Male
C13561,58,Male
C13562,55,Male
C13563,59,Male
C13564,57,Male
C13565,69,Male
C13566,65,Male
C13567,68,Other
C13568,62,Male
C13569,68,Male
C13570,49,Male
C13571,49,Male
C13572,58,Male
C13573,55,Male
C13574,57,Other
C13575,64,Male
C13576,50,Other
C13577,56,Male
C13579,67,Male
C13580,59,Male
C13581,55,Other
C13582,59,Male
C13583,62,Male
C13584,66,Male
C13585,48,Female
C13586,41,Female
C13587,62,Male
C13588,54,Male
C13589,54,Female
C13590,60,Male
C13591,56,Other
C13592,64,Male
C13593,63,Other
C13594,56,Other
C13595,31,Female
C13596,57,Male
C13597,57,Male
C13598,56,Other
C13599,56,Male
C13600,65,Other
C13601,67,Male
C13602,63,Male
C13603,63,Other
C13604,63,Male
C13605,63,Male
C13606,58,Male
C13607,66,Male
C13608,55,Male
C13609,62,Male
C13610,63,Male
C13611,45,Other
C13612,67,Male
C13613,69,Male
C13614,39,Female
C13615,46,Female
C13616,49,Male
C13617,60,Male
C13618,43,Male
C13619,59,Other
C13620,68,Male
C13621,59,Other
C13622,68,Male
C13623,66,Male
C13624,61,Male
C13625,59,Male
C13626,55,Male
C13627,62,Other
C13628,69,Male
C13629,62,Male
C13630,48,Male
C13631,66,Male
C13632,66,Male
C13633,69,Male
C13634,52,Male
C13635,63,Male
C13636,49,Male
C13637,46,Other
C13638,47,Male
C13639,63,Male
C13640,66,Female
C13641,61,Male
C13642,68,Male
C13643,69,Male
C13644,68,Male
C13645,61,Male
C13646,52,Male
C13647,68,Male
C13648,57,Male
C13649,41,Female
C13650,61,Male
C13651,61,Male
C13652,68,Male
C13653,65,Male
C13654,64,Male
C13655,59,Male
C13656,29,Male
C13657,59,Other
C13658,46,Male
C13659,61,Other
C13660,54,Female
C13661,66,Male
C13662,44,Male
C13663,60,Male
C13664,49,Male
C13665,68,Other
C13666,50,Female
C13667,66,Male
C13668,37,Male
C13669,54,Male
C13670,60,Male
C13671,60,Male
C13672,64,Other
C13673,66,Male
C13674,66,Other
C13675,54,Male
C13676,69,Other
C13677,65,Male
C13678,58,Male
C13679,63,Female
C13680,66,Other
C13681,63,Male
C13682,55,Female
C13683,60,Male
C13684,55,Male
C13685,68,Other
C13686,62,Female
C13687,43,Other
C13688,53,Male
C13689,58,Female
C13690,57,Other
C13691,62,Male
C13692,63,Male
C13693,58,Male
C13694,68,Male
C13695,69,Female
C13696,66,Male
C13697,56,Male
C13698,26,Male
C13699,60,Male
C13700,59,Other
C13701,55,Male
C13702,55,Male
C13704,67,Female
C13705,53,Male
C13706,36,Male
C13708,68,Male
C13709,58,Male
C13711,62,Male
C13712,52,Male
C13713,64,Female
C13714,43,Male
C13715,60,Male
C13716,42,Male
C13717,64,Male
C13718,52,Other
C13719,68,Other
C13720,66,Male
C13721,55,Male
C13722,65,Male
C13723,60,Male
C13724,47,Female
C13725,61,Female
C13726,61,Male
C13727,62,Other
C13728,65,Other
C13729,64,Male
C13730,47,Other
C13731,54,Male
C13732,67,Female
C13733,51,Male
C13734,62,Male
C13735,62,Male
C13736,67,Male
C13737,68,Male
C13738,69,Other
C13739,66,Male
C13740,67,Male
C13741,68,Male
C13742,59,Male
C13743,65,Male
C13744,57,Male
C13745,51,Male
C13746,54,Male
C13747,69,Male
C13748,59,Male
C13749,50,Male
C13750,48,Male
C13751,69,Male
C13752,62,Female
C13753,46,Other
C13754,69,Other
C13755,67,Female
C13756,69,Male
C13757,58,Male
C13758,68,Male
C13759,41,Male
C13760,58,Other
C13761,56,Male
C13762,52,Male
C13763,65,Male
C13764,69,Male
C13765,67,Male
C13766,46,Other
C13767,68,Male
C13768,63,Male
C13769,32,Male
C13770,69,Other
C13771,43,Female
C13772,49,Male
C13773,69,Male
C13774,53,Male
C13775,53,Male
C13776,66,Female
C13777,69,Other
C13778,64,Male
C13779,61,Male
C13780,52,Male
C13781,35,Male
C13782,36,Male
C13783,54,Male
C13784,62,Male
C13785,57,Male
C13786,43,Male
C13787,66,Other
C13788,55,Male
C13789,61,Male
C13790,59,Other
C13791,69,Male
C13792,67,Male
C13793,66,Male
C13794,55,Male
C13795,51,Other
C13796,64,Other
C13797,51,Male
C13798,60,Female
C13799,69,Female
C13800,64,Male
C13801,54,Male
C13802,64,Male
C13803,65,Male
C13804,59,Male
C13805,48,Female
C13806,61,Male
C13807,64,Male
C13808,65,Other
C13809,61,Male
C13810,67,Male
C13811,58,Male
C13812,69,Male
C13813,25,Female
C13814,66,Male
C13815,67,Male
C13816,69,Male
C13817,67,Male
C13818,36,Male
C13819,62,Male
C13820,56,Male
C13821,23,Male
C13822,48,Male
C13823,67,Other
C13824,64,Male
C13825,59,Male
C13826,69,Male
C13827,65,Male
C13828,69,Male
C13829,58,Male
C13830,64,Male
C13831,68,Male
C13832,60,Male
C13833,69,Male
C13834,67,Female
C13835,53,Other
C13836,64,Male
C13837,45,Other
C13838,53,Male
C13839,62,Other
C13840,54,Male
C13841,66,Male
C13842,38,Male
C13843,29,Male
C13845,59,Male
C13846,50,Male
C13847,62,Female
C13848,42,Male
C13849,66,Male
C13850,67,Male
C13851,46,Male
C13852,50,Other
C13853,60,Male
C13854,62,Male
C13855,68,Male
C13856,62,Other
C13857,65,Male
C13858,68,Male
C13859,46,Male
C13860,58,Male
C13861,56,Male
C13862,64,Male
C13863,64,Male
C13864,44,Male
C13865,69,Male
C13866,60,Other
C13867,67,Other
C13868,56,Other
C13869,43,Female
C13870,65,Male
C13871,34,Male
C13872,58,Male
C13873,63,Male
C13874,65,Female
C13875,69,Male
C13876,59,Female
C13877,58,Male
C13878,65,Other
C13879,68,Male
C13880,57,Male
C13881,69,Other
C13882,66,Other
C13883,68,Male
C13884,69,Male
C13885,48,Male
C13886,64,Other
C13887,68,Male
C13888,58,Other
C13889,60,Male
C13890,69,Male
C13891,56,Male
C13892,68,Male
C13893,55,Male
C13894,52,Male
C13895,58,Male
C13896,63,Other
C13897,69,Male
C13898,61,Male
C13899,49,Male
C13900,54,Male
C13901,67,Male
C13902,63,Male
C13903,66,Male
C13904,62,Male
C13905,36,Male
C13906,67,Male
C13907,67,Male
C13908,40,Male
C13909,59,Male
C13910,62,Male
C13911,58,Male
C13912,59,Other
C13913,69,Male
C13914,63,Other
C13915,69,Other
C13916,62,Male
C13917,57,Male
C13918,43,Male
C13919,53,Other
C13920,69,Other
C13921,53,Other
C13922,65,Female
C13923,68,Male
C13924,58,Other
C13925,54,Female
C13926,61,Male
C13927,46,Male
C13928,61,Male
C13929,67,Male
C13930,59,Male
C13931,42,Male
C13932,51,Male
C13933,59,Male
C13934,28,Male
C13935,61,Male
C13936,67,Male
C13937,58,Male
C13938,58,Male
C13939,60,Male
C13940,64,Other
C13941,69,Male
C13942,57,Male
C13943,67,Female
C13944,56,Other
C13945,64,Male
C13946,51,Male
C13947,63,Male
C13948,65,Male
C13949,66,Male
C13950,68,Male
C13951,68,Male
C13952,62,Male
C13953,69,Other
C13954,46,Male
C13955,54,Male
C13956,67,Male
C13957,68,Other
C13958,66,Male
C13959,67,Other
C13960,69,Other
C13961,69,Female
C13962,66,Other
C13963,61,Female
C13964,60,Female
C13965,68,Male
C13966,67,Male
C13967,51,Male
C13968,53,Other
C13969,63,Other
C13970,63,Male
C13972,62,Other
C13973,42,Male
C13974,53,Female
C13975,54,Male
C13976,56,Male
C13977,67,Female
C13978,48,Male
C13979,28,Male
C13980,69,Female
C13981,62,Male
C13982,58,Male
C13983,65,Male
C13984,27,Male
C13985,56,Other
C13986,59,Male
C13987,68,Male
C13988,57,Male
C13989,66,Male
C13990,54,Male
C13991,64,Male
C13992,60,Male
C13993,38,Male
C13994,67,Male
C13995,57,Other
C13996,61,Male
C13997,40,Male
C13998,60,Male
C13999,53,Male
C14000,65,Male
C14001,69,Male
C14002,63,Male
C14003,50,Female
C14004,64,Male
C14005,69,Other
C14006,69,Male
C14007,52,Male
C14008,69,Male
C14009,68,Male
C14010,44,Other
C14011,68,Other
C14012,52,Male
C14013,46,Other
C14014,57,Male
C14015,61,Male
C14016,44,Male
C14017,68,Female
C14018,66,Male
C14019,63,Female
C14020,52,Male
C14021,49,Other
C14022,60,Male
C14023,60,Male
C14024,28,Female
C14025,49,Male
C14026,61,Male
C14027,66,Male
C14028,53,Female
C14029,60,Male
C14030,56,Male
C14031,58,Male
C14032,51,Male
C14033,64,Other
C14034,64,Male
C14035,69,Male
C14036,35,Male
C14037,69,Male
C14038,66,Other
C14039,50,Other
C14040,47,Other
C14041,41,Male
C14042,66,Other
C14043,34,Male
C14044,52,Other
C14045,65,Male
C14046,60,Male
C14047,37,Female
C14049,68,Male
C14050,69,Male
C14051,64,Other
C14052,54,Male
C14053,66,Male
C14054,53,Female
C14055,69,Male
C14056,18,Other
C14057,42,Male
C14058,35,Male
C14059,52,Male
C14060,63,Male
C14061,45,Male
C14062,68,Male
C14063,57,Other
C14064,53,Male
C14065,42,Other
C14066,57,Male
C14067,46,Female
C14068,34,Male
C14069,50,Male
C14070,63,Other
C14071,60,Other
C14072,54,Male
C14073,64,Male
C14074,40,Female
C14075,54,Male
C14076,58,Male
C14077,55,Male
C14078,69,Male
C14079,54,Other
C14080,60,Female
C14081,57,Female
C14082,67,Male
C14083,62,Male
C14085,64,Male
C14086,67,Male
C14087,64,Other
C14088,65,Male
C14089,55,Male
C14090,68,Other
C14091,59,Other
C14092,56,Female
C14093,56,Male
C14094,61,Male
C14095,35,Male
C14096,62,Male
C14097,65,Male
C14098,52,Female
C14099,46,Male
C14100,62,Male
C14101,52,Male
C14102,62,Male
C14103,69,Male
C14105,57,Male
C14106,60,Female
C14107,62,Male
C14108,57,Male
C14109,49,Male
C14110,59,Female
C14111,67,Male
C14112,56,Other
C14113,68,Male
C14114,52,Male
C14115,57,Male
C14116,62,Other
C14117,64,Male
C14118,68,Male
C14119,52,Male
C14120,67,Male
C14121,56,Male
C14122,69,Male
C14123,33,Female
C14124,63,Male
C14125,62,Male
C14126,69,Male
C14127,49,Male
C14128,57,Male
C14129,57,Male
C14130,65,Male
C14131,65,Male
C14132,36,Male
C14133,66,Male
C14134,55,Male
C14135,64,Male
C14136,61,Male
C14137,64,Male
C14138,66,Male
C14139,65,Male
C14140,46,Female
C14141,63,Male
C14142,62,Other
C14143,50,Male
C14144,63,Male
C14145,68,Male
C14146,66,Male
C14147,53,Male
C14149,27,Male
C14150,63,Other
C14151,47,Male
C14152,57,Other
C14153,67,Male
C14154,50,Male
C14155,69,Male
C14156,35,Female
C14157,66,Other
C14158,64,Male
C14159,47,Other
C14160,33,Male
C14161,48,Male
C14162,36,Male
C14163,69,Male
C14164,66,Male
C14165,40,Male
C14166,56,Other
C14167,68,Male
C14168,53,Female
C14169,54,Male
C14170,61,Other
C14171,64,Other
C14172,62,Male
C14173,49,Male
C14174,68,Male
C14175,58,Other
C14176,48,Male
C14177,53,Male
C14178,68,Female
C14179,59,Male
C14180,52,Male
C14181,60,Female
C14182,57,Other
C14183,65,Male
C14184,67,Male
C14185,63,Male
C14186,44,Female
C14187,65,Male
C14188,69,Male
C14189,67,Female
C14190,66,Male
C14191,66,Male
C14192,41,Male
C14193,65,Other
C14194,64,Female
C14195,64,Male
C14196,69,Male
C14197,68,Male
C14198,67,Male
C14199,65,Male
C14200,60,Other
C14201,59,Male
C14202,59,Male
C14203,68,Male
C14204,51,Female
C14205,62,Male
C14206,34,Other
C14207,59,Male
C14208,69,Male
C14209,65,Male
C14210,66,Male
C14211,57,Other
C14212,59,Male
C14213,67,Male
C14214,69,Male
C14215,61,Other
C14216,43,Female
C14217,54,Male
C14218,68,Male
C14219,56,Male
C14220,21,Male
C14221,68,Male
C14222,59,Male
C14223,67,Male
C14224,56,Other
C14225,67,Male
C14226,35,Male
C14227,56,Male
C14228,68,Other
C14229,60,Other
C14230,60,Female
C14231,63,Male
C14232,69,Male
C14233,39,Male
C14234,64,Male
C14235,52,Male
C14236,50,Male
C14237,52,Male
C14238,46,Male
C14239,55,Male
C14240,60,Other
C14241,62,Other
C14242,57,Male
C14243,62,Male
C14244,68,Male
C14245,54,Male
C14246,64,Female
C14247,52,Female
C14248,42,Other
C14249,63,Male
C14250,62,Other
C14251,39,Male
C14252,59,Other
C14253,68,Male
C14254,43,Female
C14255,69,Male
C14256,67,Male
C14257,56,Male
C14258,63,Other
C14259,65,Male
C14260,55,Male
C14261,66,Other
C14262,41,Male
C14263,46,Male
C14264,64,Male
C14265,45,Male
C14266,64,Male
C14267,66,Male
C14268,50,Male
C14269,18,Male
C14270,47,Other
C14271,26,Male
C14272,57,Male
C14273,45,Male
C14274,68,Male
C14275,65,Other
C14276,63,Male
C14277,49,Male
C14278,68,Male
C14279,66,Other
C14280,66,Female
C14281,55,Male
C14282,47,Male
C14283,58,Male
C14284,69,Male
C14285,48,Male
C14286,69,Male
C14287,50,Male
C14288,66,Male
C14289,54,Male
C14290,42,Male
C14291,68,Male
C14292,64,Other
C14293,62,Male
C14294,65,Male
C14295,65,Male
C14296,48,Female
C14297,69,Male
C14298,61,Male
C14299,65,Male
C14300,47,Male
C14301,67,Male
C14302,68,Male
C14303,67,Male
C14304,41,Male
C14305,65,Male
C14306,63,Male
C14307,60,Male
C14308,65,Male
C14309,68,Other
C14310,52,Male
C14311,64,Male
C14312,69,Other
C14313,48,Female
C14314,63,Male
C14315,66,Other
C14316,59,Male
C14317,60,Other
C14318,69,Male
C14319,59,Male
C14320,49,Male
C14321,50,Other
C14322,31,Other
C14323,68,Male
C14324,57,Male
C14325,60,Male
C14326,47,Other
C14327,69,Male
C14328,54,Male
C14329,55,Male
C14330,55,Male
C14331,40,Male
C14332,32,Male
C14333,28,Male
C14334,60,Male
C14335,65,Male
C14337,62,Male
C14338,53,Other
C14339,56,Male
C14340,60,Male
C14341,60,Male
C14342,56,Male
C14343,50,Male
C14344,38,Female
C14345,27,Male
C14346,43,Male
C14348,60,Male
C14349,69,Other
C14350,69,Other
C14351,67,Other
C14352,68,Male
C14353,69,Male
C14354,68,Other
C14355,68,Male
C14356,55,Male
C14357,54,Other
C14358,52,Male
C14359,47,Female
C14360,68,Other
C14361,44,Male
C14362,44,Female
C14363,58,Male
C14364,65,Male
C14365,56,Other
C14366,61,Male
C14367,27,Male
C14368,69,Male
C14369,49,Male
C14370,64,Other
C14371,69,Male
C14372,45,Male
C14373,67,Male
C14374,56,Male
C14376,55,Other
C14377,58,Other
C14378,68,Male
C14379,43,Male
C14380,63,Male
C14381,55,Male
C14382,69,Male
C14383,60,Female
C14384,65,Male
C14385,53,Male
C14386,63,Male
C14387,66,Male
C14388,66,Male
C14389,51,Female
C14390,50,Male
C14391,40,Female
C14392,66,Male
C14394,36,Male
C14395,53,Other
C14396,69,Other
C14397,57,Male
C14398,58,Male
C14399,65,Male
C14400,52,Male
C14401,49,Male
C14402,65,Male
C14403,61,Male
C14404,58,Female
C14405,69,Other
C14406,68,Female
C14407,42,Female
C14408,64,Male
C14409,56,Male
C14410,50,Male
C14411,56,Male
C14412,69,Male
C14413,55,Male
C14414,63,Other
C14415,61,Male
C14416,52,Male
C14417,45,Female
C14418,60,Male
C14419,64,Male
C14420,62,Male
C14421,36,Male
C14422,61,Male
C14423,66,Male
C14424,59,Male
C14425,62,Male
C14426,54,Male
C14427,39,Female
C14428,69,Other
C14429,49,Male
C14430,63,Male
C14431,68,Male
C14432,43,Male
C14433,67,Male
C14434,65,Male
C14435,69,Male
C14436,61,Female
C14437,57,Male
C14439,67,Male
C14440,65,Male
C14441,43,Male
C14442,36,Male
C14443,56,Male
C14444,45,Male
C14445,55,Male
C14446,68,Other
C14447,68,Male
C14448,41,Male
C14449,58,Male
C14450,53,Male
C14451,69,Male
C14452,60,Male
C14453,58,Other
C14454,66,Male
C14455,67,Male
C14456,65,Male
C14457,47,Male
C14458,45,Male
C14459,53,Male
C14460,62,Other
C14461,47,Female
C14462,58,Male
C14463,47,Male
C14464,66,Male
C14465,36,Male
C14466,66,Male
C14467,60,Other
C14468,67,Male
C14469,62,Male
C14470,63,Male
C14471,57,Other
C14472,53,Male
C14473,68,Male
C14474,57,Male
C14475,45,Male
C14476,58,Male
C14477,65,Male
C14478,69,Male
C14479,68,Male
C14480,69,Male
C14481,59,Male
C14482,69,Male
C14483,50,Male
C14484,67,Male
C14485,53,Male
C14486,43,Male
C14487,62,Male
C14488,58,Male
C14489,63,Other
C14490,66,Male
C14491,68,Male
C14492,53,Male
C14493,68,Other
C14494,60,Other
C14495,65,Female
C14496,54,Male
C14497,28,Male
C14498,58,Other
C14499,68,Male
C14500,63,Male
C14501,57,Male
C14502,43,Male
C14503,69,Other
C14504,61,Male
C14505,59,Male
C14506,40,Other
C14507,62,Male
C14508,62,Male
C14509,19,Female
C14510,57,Male
C14511,67,Male
C14512,66,Male
C14513,46,Male
C14514,68,Male
C14515,69,Male
C14516,53,Male
C14517,68,Male
C14518,42,Male
C14520,67,Female
C14521,58,Male
C14522,50,Other
C14523,69,Male
C14524,68,Male
C14525,26,Male
C14526,63,Male
C14527,45,Male
C14528,59,Male
C14529,68,Male
C14530,57,Male
C14531,53,Male
C14532,36,Female
C14533,33,Male
C14534,54,Male
C14535,57,Other
C14536,61,Other
C14537,38,Male
C14538,54,Male
C14539,68,Other
C14540,61,Male
C14541,66,Male
C14542,66,Other
C14543,69,Other
C14544,59,Female
C14545,58,Male
C14546,60,Male
C14547,59,Male
C14548,67,Male
C14549,69,Male
C14550,68,Male
C14551,60,Male
C14552,69,Male
C14553,43,Male
C14554,33,Male
C14555,66,Male
C14556,64,Male
C14557,43,Male
C14558,51,Male
C14559,65,Male
C14560,52,Male
C14561,58,Male
C14562,69,Male
C14563,59,Male
C14564,66,Male
C14565,52,Male
C14566,66,Male
C14567,58,Female
C14568,57,Male
C14569,55,Male
C14570,69,Male
C14571,63,Male
C14572,61,Male
C14573,41,Male
C14574,54,Male
C14575,69,Male
C14576,64,Male
C14577,59,Female
C14578,68,Other
C14579,66,Male
C14580,18,Female
C14581,49,Male
C14582,68,Male
C14583,53,Male
C14584,51,Male
C14585,66,Male
C14586,59,Other
C14587,61,Male
C14588,69,Male
C14589,63,Male
C14590,50,Other
C14591,57,Female
C14592,45,Male
C14593,64,Male
C14594,63,Male
C14595,48,Other
C14596,47,Female
C14597,49,Male
C14598,54,Male
C14599,66,Male
C14600,65,Female
C14601,37,Female
C14602,40,Male
C14603,53,Male
C14604,61,Male
C14605,64,Male
C14606,55,Male
C14607,56,Male
C14608,64,Male
C14609,43,Male
C14610,62,Female
C14611,58,Male
C14612,44,Female
C14613,39,Male
C14614,59,Male
C14615,57,Male
C14616,58,Other
C14617,68,Male
C14618,53,Male
C14619,54,Male
C14620,68,Male
C14621,66,Male
C14622,55,Female
C14623,65,Male
C14624,67,Male
C14625,49,Male
C14626,67,Male
C14627,61,Male
C14628,66,Male
C14629,57,Male
C14630,58,Male
C14631,51,Male
C14632,68,Male
C14633,60,Female
C14634,67,Male
C14635,57,Other
C14636,57,Male
C14637,69,Other
C14638,30,Female
C14640,29,Male
C14641,64,Male
C14642,65,Other
C14643,43,Male
C14644,58,Male
C14645,56,Male
C14646,68,Male
C14647,58,Male
C14648,67,Male
C14649,57,Male
C14650,56,Male
C14651,69,Male
C14652,63,Male
C14653,30,Male
C14654,69,Male
C14655,65,Male
C14656,63,Male
C14657,66,Female
C14658,68,Male
C14659,40,Male
C14660,44,Male
C14661,63,Male
C14662,66,Male
C14663,63,Male
C14664,55,Other
C14665,53,Male
C14666,40,Other
C14668,61,Female
C14669,62,Other
C14670,68,Male
C14671,42,Male
C14672,60,Female
C14673,63,Other
C14674,55,Other
C14675,63,Male
C14676,62,Male
C14677,64,Male
C14678,69,Male
C14679,69,Female
C14680,62,Male
C14681,59,Male
C14682,65,Other
C14683,68,Male
C14684,69,Other
C14685,46,Male
C14686,45,Male
C14687,62,Other
C14688,58,Male
C14689,64,Male
C14690,60,Male
C14691,68,Male
C14692,62,Male
C14693,22,Male
C14694,69,Male
C14695,45,Male
C14696,50,Male
C14697,51,Male
C14698,58,Male
C14699,54,Male
C14700,69,Male
C14701,64,Male
C14702,43,Male
C14703,57,Male
C14704,68,Male
C14705,42,Other
C14707,48,Male
C14708,66,Male
C14709,50,Male
C14710,68,Male
C14711,69,Male
C14712,56,Male
C14713,66,Male
C14714,65,Male
C14715,68,Male
